id,Revenue,1,2,3,4,5,6,7,8,9
ORDX5442,472,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5443,799,Plain Rice,Chicken Tikka Balti,Curry,Vindaloo - Prawn,,,,,
ORDX5444,839,Plain Rice,Bhuna - Chicken,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX5445,392,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,,,,,
ORDX5446,1399,Plain Rice,Curry,,,,,,,
ORDX5447,578,Bhuna - Chicken,House white wine 75cl,,,,,,,
ORDX5448,358,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,,,,,
ORDX5449,991, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX5450,686,Plain Rice,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX5451,804,Chicken Tikka Balti,Curry,Vindaloo - Prawn,,,,,,
ORDX5452,504,Chicken Tikka Balti,Vindaloo - Prawn,,,,,,,
ORDX5453,769,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX5454,962,Plain Rice,Bhuna - Chicken,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5455,381, ,Lamb Biryani,Korma - Lamb,,,,,,
ORDX5456,851,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,
ORDX5457,779,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,,,,
ORDX5458,959,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,
ORDX5459,1364,Chicken Tikka Balti,Special Fried Rice,,,,,,,
ORDX5460,523,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,
ORDX5461,1173,Plain Rice,Bhuna - Chicken,Curry,,,,,,
ORDX5462,836,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX5463,1008,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX5464,527,Vindaloo - Prawn,Korma - Lamb,,,,,,,
ORDX5465,504,Plain Rice,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX5466,325,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5467,1245,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,,
ORDX5468,974, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX5469,1203,Plain Rice,Chicken Tikka Balti,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5470,675,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX5471,1225,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5472,914, ,Special Fried Rice,Lamb Biryani,,,,,,
ORDX5473,849,Chicken Tikka Balti,Curry,,,,,,,
ORDX5474,822,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,
ORDX5475,909,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX5476,348,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Korma - Lamb,,,,
ORDX5477,988,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX5478,630,Bhuna - Chicken,Chicken Tikka Balti,,,,,,,
ORDX5479,1297,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5480,1219,Chicken Tikka Balti, ,Special Fried Rice,Curry,,,,,
ORDX5481,975,Bhuna - Chicken, ,,,,,,,
ORDX5482,384, ,Special Fried Rice,Korma - Lamb,,,,,,
ORDX5483,367,Plain Rice,House white wine 75cl,,,,,,,
ORDX5484,737,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Vindaloo - Prawn,,,,
ORDX5485,917,Plain Rice, ,Lamb Biryani,Korma - Lamb,,,,,
ORDX5486,1059,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,
ORDX5487,1329,Chicken Tikka Balti,Special Fried Rice,,,,,,,
ORDX5488,1362,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,,,,,,
ORDX5489,498,House white wine 75cl,Curry,Korma - Lamb,,,,,,
ORDX5490,1237,House white wine 75cl,Lamb Biryani,,,,,,,
ORDX5491,320, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5492,1009,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,,,,,
ORDX5493,1383,Plain Rice, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX5494,706,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,
ORDX5495,1374,House white wine 75cl,Special Fried Rice,,,,,,,
ORDX5496,393,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,
ORDX5497,1374,Curry,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX5498,599,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,,
ORDX5499,1371,Special Fried Rice,Korma - Lamb,,,,,,,
ORDX5500,1264,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,
ORDX5501,1228,Plain Rice,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5502,361,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5503,441,Special Fried Rice,Korma - Lamb,,,,,,,
ORDX5504,806,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,
ORDX5505,953,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5506,1035,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,,,,,
ORDX5507,371,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5508,872, ,Curry,,,,,,,
ORDX5509,1172,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX5510,1239,Bhuna - Chicken, ,,,,,,,
ORDX5511,576,Bhuna - Chicken,Curry,,,,,,,
ORDX5512,993,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,,,,
ORDX5513,1149,Plain Rice,Curry,Lamb Biryani,Korma - Lamb,,,,,
ORDX5514,329,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,
ORDX5515,1121,Bhuna - Chicken, ,Curry,,,,,,
ORDX5516,1020,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,,,
ORDX5517,409,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5518,844,Plain Rice,Bhuna - Chicken,Special Fried Rice,Korma - Lamb,,,,,
ORDX5519,1225,House white wine 75cl,Vindaloo - Prawn,,,,,,,
ORDX5520,518,Bhuna - Chicken,Chicken Tikka Balti,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX5521,1053,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,,,,
ORDX5522,1344,Chicken Tikka Balti, ,Lamb Biryani,Korma - Lamb,,,,,
ORDX5523,698,Plain Rice,Chicken Tikka Balti, ,Lamb Biryani,Korma - Lamb,,,,
ORDX5524,997,Plain Rice, ,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5525,589,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,,
ORDX5526,1246,Plain Rice,Bhuna - Chicken,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX5527,1073, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX5528,1340,Bhuna - Chicken,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX5529,1010,Plain Rice,Bhuna - Chicken, ,Lamb Biryani,Korma - Lamb,,,,
ORDX5530,854,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,
ORDX5531,758,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,,
ORDX5532,834,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5533,538, ,Curry,,,,,,,
ORDX5534,1199,House white wine 75cl,Vindaloo - Prawn,,,,,,,
ORDX5535,872,Bhuna - Chicken,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5536,514,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5537,380,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5538,517,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,,,,,,
ORDX5539,893,Plain Rice,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX5540,628,Plain Rice, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,
ORDX5541,746,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Korma - Lamb,,,,,
ORDX5542,1118, ,Curry,,,,,,,
ORDX5543,1271,Plain Rice,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5544,904,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,
ORDX5545,1154,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,,,,,,
ORDX5546,489,Chicken Tikka Balti,Special Fried Rice,Curry,Vindaloo - Prawn,,,,,
ORDX5547,913,Plain Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5548,1228,Chicken Tikka Balti,Korma - Lamb,,,,,,,
ORDX5549,544,Special Fried Rice,Curry,,,,,,,
ORDX5550,631,Plain Rice, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5551,533,Plain Rice,House white wine 75cl,Vindaloo - Prawn,,,,,,
ORDX5552,1284,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Vindaloo - Prawn,,,,
ORDX5553,506,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX5554,369,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5555,648,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX5556,772,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX5557,694,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX5558,569,House white wine 75cl,Curry,Korma - Lamb,,,,,,
ORDX5559,486,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX5560,925,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Curry,Korma - Lamb,,,,
ORDX5561,538,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX5562,949,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX5563,758,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,,,,,
ORDX5564,797,Chicken Tikka Balti,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX5565,865,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,,,,,,
ORDX5566,1321,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,
ORDX5567,1336,Plain Rice,Chicken Tikka Balti,Curry,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5568,1310,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,
ORDX5569,803,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,
ORDX5570,1274,Plain Rice,Curry,,,,,,,
ORDX5571,977,Plain Rice,Chicken Tikka Balti,,,,,,,
ORDX5572,832,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,
ORDX5573,345,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,,,
ORDX5574,1176,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX5575,903,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,,,,,,
ORDX5576,480,Chicken Tikka Balti, ,House white wine 75cl,Curry,Korma - Lamb,,,,
ORDX5577,367, ,House white wine 75cl,Vindaloo - Prawn,,,,,,
ORDX5578,861,Plain Rice, ,Curry,,,,,,
ORDX5579,389,Curry,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX5580,1202,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,,,,,
ORDX5581,868,House white wine 75cl,Vindaloo - Prawn,,,,,,,
ORDX5582,376,Plain Rice,Chicken Tikka Balti, ,Curry,Vindaloo - Prawn,,,,
ORDX5583,1272, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX5584,1002,Plain Rice, ,House white wine 75cl,Curry,Korma - Lamb,,,,
ORDX5585,1179,Plain Rice,Chicken Tikka Balti,Curry,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5586,721, ,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,,
ORDX5587,874,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Korma - Lamb,,,,
ORDX5588,460,Plain Rice,Bhuna - Chicken, ,Lamb Biryani,,,,,
ORDX5589,1186,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,,,
ORDX5590,867,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,
ORDX5591,1247,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX5592,1355,Lamb Biryani,Korma - Lamb,,,,,,,
ORDX5593,696,Plain Rice,Special Fried Rice,,,,,,,
ORDX5594,1180,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5595,1396,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,,,
ORDX5596,1321,Bhuna - Chicken,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5597,423,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Lamb Biryani,Korma - Lamb,,
ORDX5598,340,Bhuna - Chicken,House white wine 75cl,Vindaloo - Prawn,,,,,,
ORDX5599,585,Curry,Korma - Lamb,,,,,,,
ORDX5600,1065,Bhuna - Chicken, ,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5601,473,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,,,,,
ORDX5602,1381,Bhuna - Chicken, ,,,,,,,
ORDX5603,1278,Chicken Tikka Balti,Curry,,,,,,,
ORDX5604,341,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX5605,418,Bhuna - Chicken, ,Special Fried Rice,Curry,Korma - Lamb,,,,
ORDX5606,1259,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX5607,1271,Bhuna - Chicken,House white wine 75cl,,,,,,,
ORDX5608,759,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,,
ORDX5609,1003,Bhuna - Chicken,Chicken Tikka Balti,Lamb Biryani,,,,,,
ORDX5610,506,Curry,Korma - Lamb,,,,,,,
ORDX5611,900,House white wine 75cl,Curry,,,,,,,
ORDX5612,973,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,,,,,
ORDX5613,1019,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5614,643,Chicken Tikka Balti, ,House white wine 75cl,,,,,,
ORDX5615,874,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,,,,,
ORDX5616,1165,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Lamb Biryani,Korma - Lamb,,
ORDX5617,494,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,,,,,,
ORDX5618,603,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5619,810,Bhuna - Chicken,Curry,,,,,,,
ORDX5620,1006,Plain Rice,House white wine 75cl,Vindaloo - Prawn,,,,,,
ORDX5621,980,Special Fried Rice,Vindaloo - Prawn,,,,,,,
ORDX5622,848,Chicken Tikka Balti,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5623,441,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX5624,1140,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5625,836,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Korma - Lamb,,,,
ORDX5626,1334,Plain Rice,Chicken Tikka Balti,,,,,,,
ORDX5627,466,Special Fried Rice,Vindaloo - Prawn,,,,,,,
ORDX5628,567,Chicken Tikka Balti,Curry,,,,,,,
ORDX5629,458,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,
ORDX5630,669,Bhuna - Chicken,Chicken Tikka Balti, ,,,,,,
ORDX5631,1262,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,
ORDX5632,578,Special Fried Rice,Vindaloo - Prawn,,,,,,,
ORDX5633,732,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,,,,,,
ORDX5634,1335,Plain Rice,Lamb Biryani,,,,,,,
ORDX5635,1360,Plain Rice,Chicken Tikka Balti,,,,,,,
ORDX5636,571,House white wine 75cl,Special Fried Rice,Curry,,,,,,
ORDX5637,468, ,Curry,,,,,,,
ORDX5638,1094,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX5639,518,Curry,Lamb Biryani,,,,,,,
ORDX5640,352,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX5641,1371,Plain Rice,Chicken Tikka Balti, ,,,,,,
ORDX5642,472,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,
ORDX5643,979,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,,
ORDX5644,1285,Plain Rice, ,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5645,672,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX5646,549,Chicken Tikka Balti,Special Fried Rice,Korma - Lamb,,,,,,
ORDX5647,416,Plain Rice,Chicken Tikka Balti, ,Special Fried Rice,Korma - Lamb,,,,
ORDX5648,386,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,,,,,
ORDX5649,548, ,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX5650,783,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,
ORDX5651,727,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,,
ORDX5652,1181,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,,,,,,
ORDX5653,368,Bhuna - Chicken, ,Lamb Biryani,,,,,,
ORDX5654,601,Bhuna - Chicken,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,,
ORDX5655,808,Plain Rice,Lamb Biryani,,,,,,,
ORDX5656,1349,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX5657,1235,Plain Rice, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5658,457,Plain Rice, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5659,1041,Plain Rice,Bhuna - Chicken, ,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5660,595,Chicken Tikka Balti, ,,,,,,,
ORDX5661,748,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,
ORDX5662,358,Plain Rice,Special Fried Rice,,,,,,,
ORDX5663,443,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX5664,377,Plain Rice,Chicken Tikka Balti,Lamb Biryani,,,,,,
ORDX5665,1038, ,House white wine 75cl,Vindaloo - Prawn,,,,,,
ORDX5666,1102,Plain Rice,Chicken Tikka Balti,,,,,,,
ORDX5667,1030,Plain Rice, ,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX5668,1183,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5669,566,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,
ORDX5670,765,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX5671,365,Plain Rice,Special Fried Rice,Curry,Vindaloo - Prawn,,,,,
ORDX5672,879,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,,,,
ORDX5673,849,Plain Rice, ,Special Fried Rice,Curry,,,,,
ORDX5674,1214,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5675,930,Plain Rice, ,Curry,,,,,,
ORDX5676,821,Plain Rice,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX5677,1270,Bhuna - Chicken,Special Fried Rice,Korma - Lamb,,,,,,
ORDX5678,629,Curry,Korma - Lamb,,,,,,,
ORDX5679,900,Special Fried Rice,Lamb Biryani,,,,,,,
ORDX5680,948,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX5681,980, ,Curry,Vindaloo - Prawn,,,,,,
ORDX5682,1030,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,,,,,
ORDX5683,1074,Plain Rice, ,,,,,,,
ORDX5684,974,Plain Rice,Chicken Tikka Balti, ,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5685,369,Plain Rice,Korma - Lamb,,,,,,,
ORDX5686,1391,Plain Rice, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX5687,905,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,
ORDX5688,341,Bhuna - Chicken,Curry,Lamb Biryani,Korma - Lamb,,,,,
ORDX5689,1098, ,Special Fried Rice,Curry,Korma - Lamb,,,,,
ORDX5690,1080,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,
ORDX5691,1183,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,
ORDX5692,371, ,Korma - Lamb,,,,,,,
ORDX5693,504,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX5694,1310,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5695,395,Chicken Tikka Balti,Lamb Biryani,,,,,,,
ORDX5696,1067, ,House white wine 75cl,Curry,,,,,,
ORDX5697,629, ,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX5698,681,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5699,599,House white wine 75cl,Special Fried Rice,,,,,,,
ORDX5700,1338,Bhuna - Chicken,Curry,Vindaloo - Prawn,,,,,,
ORDX5701,549,Bhuna - Chicken,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX5702,1307,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,
ORDX5703,513,Plain Rice,Bhuna - Chicken, ,Lamb Biryani,,,,,
ORDX5704,1073,Plain Rice,Vindaloo - Prawn,,,,,,,
ORDX5705,358,House white wine 75cl,Lamb Biryani,,,,,,,
ORDX5706,626,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,,
ORDX5707,956,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,,,,,
ORDX5708,579,Curry,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX5709,909,Plain Rice,Vindaloo - Prawn,,,,,,,
ORDX5710,875,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX5711,1032,Bhuna - Chicken,Lamb Biryani,,,,,,,
ORDX5712,1077,Plain Rice,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX5713,448,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,
ORDX5714,805,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,,,,,
ORDX5715,421,Plain Rice, ,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX5716,722,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX5717,1195,Plain Rice,Bhuna - Chicken,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX5718,890,Plain Rice,Curry,Vindaloo - Prawn,,,,,,
